Database,Schema,Source Table,Source Key Column,Target Table,Target Column,File
common,dbo,GroupUserSecurity,UserID,FK_GroupUserSecurity_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,HipaaAgreement,GroupID,FK_HipaaAgreement_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,HipaaAgreement,VersionID,FK_HipaaAgreement_HipaaAgreementVersion_VersionID,HipaaAgreementVersion,HipaaAgreementVersionID,Livesql3/Common.sql
common,dbo,HipaaAgreement,UserID,FK_HipaaAgreement_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,MarketingSource,GroupID,FK_MarketingSource_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,MarketingSource,UserID,FK_MarketingSource_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,MerchantApplication,GroupID,FK_MerchantApplication_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,MerchantApplication,SupportUserID,FK_MerchantApplication_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,MerchantApplication,UserID,FK_MerchantApplication_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,MerchantDevice,DeviceTypeID,FK_MerchantDevice_MerchantDeviceType_DeviceTypeID,MerchantDeviceType,DeviceTypeID,Livesql3/Common.sql
common,dbo,MerchantDeviceGroup,GroupID,FK_MerchantDeviceGroup_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,MerchantDeviceGroup,DeviceInventoryID,FK_MerchantDeviceGroup_MerchantDeviceInventory_DeviceInventoryID,MerchantDeviceInventory,DeviceInventoryID,Livesql3/Common.sql
common,dbo,MerchantDeviceInventory,DeviceID,FK_MerchantDeviceInventory_MerchantDevice_DeviceID,MerchantDevice,DeviceID,Livesql3/Common.sql
common,dbo,MerchantDeviceUsers,DeviceGroupID,FK_MerchantDeviceUsers_MerchantDeviceGroup_DeviceGroupID,MerchantDeviceGroup,DeviceGroupID,Livesql3/Common.sql
common,dbo,MerchantDeviceUsers,UserID,FK_MerchantDeviceUsers_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,MerchantMigration,SupportUserID,FK_MerchantMigration_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,MerchantMigrationLink,MerchantMigrationScheduleID,FK_MerchantMigrationLink_MerchantMigrationSchedule_MerchantMigrationScheduleID,MerchantMigrationSchedule,MerchantMigrationScheduleID,Livesql3/Common.sql
common,dbo,MerchantMigrationLink,InMerchantMigrationServiceAuditID,FK_MerchantMigrationLink_MerchantMigrationServiceAudit_InMerchantMigrationServiceAuditID,MerchantMigrationServiceAudit,MerchantMigrationServiceAuditID,Livesql3/Common.sql
common,dbo,MerchantMigrationLink,OutMerchantMigrationServiceAuditID,FK_MerchantMigrationLink_MerchantMigrationServiceAudit_OutMerchantMigrationServiceAuditID,MerchantMigrationServiceAudit,MerchantMigrationServiceAuditID,Livesql3/Common.sql
common,dbo,MerchantMigrationSchedule,MerchantMigrationID,FK_MerchantMigrationSchedule_MerchantMigration_MerchantMigrationID,MerchantMigration,MerchantMigrationID,Livesql3/Common.sql
common,dbo,MerchantMigrationSchedule,SupportUserID,FK_MerchantMigrationSchedule_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,MerchantTerminalList,TerminalListID,FK_MerchantTerminalList_MerchantTerminalListVersions_TerminalListID,MerchantTerminalListVersions,TerminalListID,Livesql3/Common.sql
common,dbo,NppesDataSourceResponse,DataSourceRequestID,FK_NppesDataSourceResponse_NppesDataSourceRequest_DataSourceRequestID,NppesDataSourceRequest,DataSourceRequestID,Livesql3/Common.sql
common,dbo,Partner,OverridePartnerID,FK_Partner_Partner_OverridePartnerID,Partner,PartnerID,Livesql3/Common.sql
common,dbo,PartnerLoginConfig,PartnerID,FK_PartnerLoginConfig_Partner_PartnerID,Partner,PartnerID,Livesql3/Common.sql
common,dbo,PartnerSecurity,ServiceCode,FK_PartnerSecurity_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,PartnerSecurityTokenConfig,ServiceCode,FK_PartnerSecurityTokenConfig_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,PartnerTranSubType,PartnerTranTypeID,FK_PartnerTranSubType_PartnerTranType_PartnerTranTypeID,PartnerTranType,PartnerTranTypeID,Livesql3/Common.sql
common,dbo,PartnerTranSubTypeConfigType,PartnerConfigTypeID,FK_PartnerTranSubTypeConfigType_PartnerConfigType_PartnerConfigTypeID,PartnerConfigType,PartnerConfigTypeID,Livesql3/Common.sql
common,dbo,PartnerTranSubTypeConfigType,PartnerTranSubTypeID,FK_PartnerTranSubTypeConfigType_PartnerTranSubType_PartnerTranSubTypeID,PartnerTranSubType,PartnerTranSubTypeID,Livesql3/Common.sql
common,dbo,PartnerTranSubTypeConfiguration,PartnerTranSubTypeID,FK_PartnerTranSubTypeConfiguration_PartnerTranSubType_PartnerTranSubTypeID,PartnerTranSubType,PartnerTranSubTypeID,Livesql3/Common.sql
common,dbo,PartnerTranSubTypeConfiguration,InboundConfigTypeID,FK_PartnerTranSubTypeConfiguration_PartnerTranSubTypeConfigType_InboundConfigTypeID,PartnerTranSubTypeConfigType,PartnerTranSubTypeConfigTypeID,Livesql3/Common.sql
common,dbo,PartnerTranSubTypeConfiguration,OutboundConfigTypeID,FK_PartnerTranSubTypeConfiguration_PartnerTranSubTypeConfigType_OutboundConfigTypeID,PartnerTranSubTypeConfigType,PartnerTranSubTypeConfigTypeID,Livesql3/Common.sql
common,dbo,PatientMessage,GroupID,FK_PatientMessage_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,Payer,NEAMasterID,FK_Payer_NEAPayer_NEAMasterID,NEAPayer,NEAMasterID,Livesql3/Common.sql
common,dbo,Payer,DupePayerID,FK_Payer_Payer_DupePayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,Payer,MasterPayerID,FK_Payer_Payer_MasterPayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,PayerAddress,GroupID,FK_PayerAddress_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,PayerAddress,PayerID,FK_PayerAddress_Payer_PayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,PayerAddress,ConfirmedSupportUserID,FK_PayerAddress_SupportUser_ConfirmedSupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,PayerAddress,CreatedUserID,FK_PayerAddress_Users_CreatedUserID,Users,UserID,Livesql3/Common.sql
common,dbo,PayerDocType,DocType,FK_PayerDocType_DocType_DocType,DocType,DocType,Livesql3/Common.sql
common,dbo,PayerDocType,PayerID,FK_PayerDocType_Payer_PayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,PayerDocType,ServiceCode,FK_PayerDocType_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,PayerDocType,ServiceStatus,FK_PayerDocType_ServiceStatus_ServiceStatus,ServiceStatus,ServiceStatus,Livesql3/Common.sql
common,dbo,PayerDocTypeNote,PayerDocTypeID,FK_PayerDocTypeNote_PayerDocType_PayerDocTypeID,PayerDocType,PayerDocTypeID,Livesql3/Common.sql
common,dbo,PayerDocTypeNote,CreatedBy,FK_PayerDocTypeNote_SupportUser_CreatedBy,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,PayerEnrollment,DocType,FK_PayerEnrollment_DocType_DocType,DocType,DocType,Livesql3/Common.sql
common,dbo,PayerEnrollment,PayerID,FK_PayerEnrollment_Payer_PayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,PayerEnrollment,ServiceCode,FK_PayerEnrollment_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,PayerEnrollmentDocument,PayerEnrollmentID,FK_PayerEnrollmentDocument_PayerEnrollment_PayerEnrollmentID,PayerEnrollment,PayerEnrollmentID,Livesql3/Common.sql
common,dbo,PayerEnrollmentDocument,CreatedBy,FK_PayerEnrollmentDocument_SupportUser_CreatedBy,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,PayerGroupNameMap,IncomingPayerID,FK_PayerGroupNameMap_Payer_IncomingPayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,PayerGroupNameMap,OutgoingPayerID,FK_PayerGroupNameMap_Payer_OutgoingPayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,PayerMatchGroup,GroupId,FK_PayerMatchGroup_Groups_GroupId,Groups,GroupID,Livesql3/Common.sql
common,dbo,PayerMatchGroup,PayerId,FK_PayerMatchGroup_Payer_PayerId,Payer,PayerID,Livesql3/Common.sql
common,dbo,PayerMatchGroup,PayerMatchId,FK_PayerMatchGroup_PayerMatch_PayerMatchId,PayerMatch,PayerMatchID,Livesql3/Common.sql
common,dbo,PayerMatchGroup,SupportUserId,FK_PayerMatchGroup_SupportUser_SupportUserId,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,PayerMatchState,StateCode,FK_PayerMatchState_States_StateCode,States,State,Livesql3/Common.sql
common,dbo,PayerMemberEnrollment,PayerID,FK_PayerMemberEnrollment_Payer_PayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,Pms,ServiceCode,FK_PMS_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,PmsAccountGroup,PmsID,FK_PmsAccountGroup_Pms_PmsID,Pms,PmsID,Livesql3/Common.sql
common,dbo,PmsGroup,GroupID,FK_PmsGroup_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,PmsGroup,PmsID,FK_PmsGroup_Pms_PmsID,Pms,PmsID,Livesql3/Common.sql
common,dbo,PmsSolutionBillingTransport,SolutionType,FK_PmsSolutionBillingTransport_PmsSolution_SolutionType,PmsSolution,SolutionType,Livesql3/Common.sql
common,dbo,ProductBundlePackage,BundleName,FK_ProductBundlePackage_ProductBundle_BundleName,ProductBundle,Name,Livesql3/Common.sql
common,dbo,ProductBundlePackage,PackageName,FK_ProductBundlePackage_ProductPackage_PackageName,ProductPackage,Name,Livesql3/Common.sql
common,dbo,ProductCombination,PmsID,FK_ProductCombination_Pms_PmsID,Pms,PmsID,Livesql3/Common.sql
common,dbo,ProductCombination,RelatedPackage,FK_ProductCombination_ProductPackage_RelatedPackage,ProductPackage,Name,Livesql3/Common.sql
common,dbo,ProductCombination,SelectedPackage,FK_ProductCombination_ProductPackage_SelectedPackage,ProductPackage,Name,Livesql3/Common.sql
common,dbo,ProductFeaturePromoOffer,PartnerID,FK_ProductFeaturePromoOffer_Partner_PartnerID,Partner,PartnerID,Livesql3/Common.sql
common,dbo,ProductFeaturePromoOfferGroup,GroupID,FK_ProductFeaturePromoOfferGroup_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,ProductGroupPackage,GroupID,FK_ProductGroupPackage_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,ProductGroupPackage,PackageName,FK_ProductGroupPackage_ProductPackage_PackageName,ProductPackage,Name,Livesql3/Common.sql
common,dbo,ProductGroupPackage,ServiceCode,FK_ProductGroupPackage_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ProductGroupPackage,SupportUserID,FK_ProductGroupPackage_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ProductGroupPackage,CreateUser,FK_ProductGroupPackage_Users_CreateUser,Users,UserID,Livesql3/Common.sql
common,dbo,ProductGroupPackage,EndUser,FK_ProductGroupPackage_Users_EndUser,Users,UserID,Livesql3/Common.sql
common,dbo,ProductPackageFeatures,PackageName,FK_ProductPackageFeatures_ProductPackage_PackageName,ProductPackage,Name,Livesql3/Common.sql
common,dbo,ProductPackageSetOverride,GroupID,FK_ProductPackageSetOverride_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,ProductPackageSetOverride,PackageSetName,FK_ProductPackageSetOverride_ProductPackageSet_PackageSetName,ProductPackageSet,Name,Livesql3/Common.sql
common,dbo,ProductPackageSetOverride,SupportUserID,FK_ProductPackageSetOverride_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ProductPackageSetPackage,PackageName,FK_ProductPackageSetPackage_ProductPackage_PackageName,ProductPackage,Name,Livesql3/Common.sql
common,dbo,ProductPackageSetPackage,PackageSetName,FK_ProductPackageSetPackage_ProductPackageSet_PackageSetName,ProductPackageSet,Name,Livesql3/Common.sql
common,dbo,ProductPartnerPackage,PackageName,FK_ProductPartnerPackage_ProductPackage_PackageName,ProductPackage,Name,Livesql3/Common.sql
common,dbo,ProductPartnerPackage,ServiceCode,FK_ProductPartnerPackage_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ProviderDirectory,UserID,FK_ProviderDirectory_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,ProviderDirectoryLocation,ProviderDirectoryPayerID,FK_ProviderDirectoryLocation_ProviderDirectoryPayer_ProviderDirectoryPayerID,ProviderDirectoryPayer,ProviderDirectoryPayerID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayer,ProviderDirectoryID,FK_ProviderDirectoryPayer_ProviderDirectory_ProviderDirectoryID,ProviderDirectory,ProviderDirectoryID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerDocument,ProviderDirectoryPayerID,FK_ProviderDirectoryPayerDocument_ProviderDirectoryPayer_ProviderDirectoryPayerID,ProviderDirectoryPayer,ProviderDirectoryPayerID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerDocument,SupportUserID,FK_ProviderDirectoryPayerDocument_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerNote,ProviderDirectoryPayerID,FK_ProviderDirectoryPayerNote_ProviderDirectoryPayer_ProviderDirectoryPayerID,ProviderDirectoryPayer,ProviderDirectoryPayerID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerNoteHistory,SupportUserID,FK_ProviderDirectoryPayerNoteHistory_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerPlan,ProviderDirectoryPayerID,FK_ProviderDirectoryPayerPlan_ProviderDirectoryPayer_ProviderDirectoryPayerID,ProviderDirectoryPayer,ProviderDirectoryPayerID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerPlan,PlanConfigID,FK_ProviderDirectoryPayerPlan_ProviderDirectoryPlanConfig_PlanConfigID,ProviderDirectoryPlanConfig,PlanConfigID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerStatus,PayerID,FK_ProviderDirectoryPayerStatus_Payer_PayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,ProviderDirectoryPayerTag,ProviderDirectoryPayerID,FK_ProviderDirectoryPayerTag_ProviderDirectoryPayer_ProviderDirectoryPayerID,ProviderDirectoryPayer,ProviderDirectoryPayerID,Livesql3/Common.sql
common,dbo,ProviderPayerCredential,CredentialTypeCode,FK_ProviderPayerCredential_CredentialType_CredentialTypeCode,CredentialType,TypeCode,Livesql3/Common.sql
common,dbo,ProviderPayerEnrollment,SupportUserID,FK_ProviderPayerEnrollment_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ProviderRule,ReplacementGroupsUsersID,FK_ProviderRule_GroupsUsers_ReplacementGroupsUsersID,GroupsUsers,GroupsUsersID,Livesql3/Common.sql
common,dbo,ProviderRule,SelectorGroupsUsersID,FK_ProviderRule_GroupsUsers_SelectorGroupsUsersID,GroupsUsers,GroupsUsersID,Livesql3/Common.sql
common,dbo,ProviderRule,PayerID,FK_ProviderRule_Payer_PayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,ReleaseGroup,CreateSupportUserID,FK_ReleaseGroup_SupportUser_CreateSupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ReleaseGroup,ModifySupportUserID,FK_ReleaseGroup_SupportUser_ModifySupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ReleaseGroupType,DownloadConfigID,FK_ReleaseGroupType_DownloadConfig_DownloadConfigID,DownloadConfig,DownloadConfigID,Livesql3/Common.sql
common,dbo,ReleaseGroupType,ReleaseGroupID,FK_ReleaseGroupType_ReleaseGroup_ReleaseGroupID,ReleaseGroup,ReleaseGroupID,Livesql3/Common.sql
common,dbo,ReleaseGroupType,CreateSupportUserID,FK_ReleaseGroupType_SupportUser_CreateSupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,Reseller,ServiceCode,FK_Reseller_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ResellerCommission,ResellerID,FK_ResellerCommission_Reseller_ResellerID,Reseller,ResellerID,Livesql3/Common.sql
common,dbo,ResellerCommission,WidgetType,FK_ResellerCommission_WidgetType_WidgetType,WidgetType,WidgetType,Livesql3/Common.sql
common,dbo,ResellerStatementItem,GroupID,FK_ResellerStatementItem_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,ResellerStatementItem,ResellerID,FK_ResellerStatementItem_Reseller_ResellerID,Reseller,ResellerID,Livesql3/Common.sql
common,dbo,ResellerStatementItem,ActivityID,FK_ResellerStatementItem_StatementActivityLog_ActivityID,StatementActivityLog,ActivityID,Livesql3/Common.sql
common,dbo,ResellerStatementItem,WidgetType,FK_ResellerStatementItem_WidgetType_WidgetType,WidgetType,WidgetType,Livesql3/Common.sql
common,dbo,SalesCampaign,OwnerUserID,FK_SalesCampaign_SupportUser_OwnerUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SalesLeadNote,SupportUserID,FK_SalesLeadNote_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SalesTaxOps,GroupId,FK_SalesTaxOps_Groups_GroupId,Groups,GroupID,Livesql3/Common.sql
common,dbo,SalesUserAccessAssignment,SupportUserID,FK_SalesUserAccessAssignment_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,ScheduledEvent,EventType,FK_ScheduledEvent_ScheduledEventType_EventType,ScheduledEventType,EventType,Livesql3/Common.sql
common,dbo,ServiceClientAccess,ServiceCode,FK_ServiceClientAccess_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ServiceClientAccess,ServiceType,FK_ServiceClientAccess_ServiceType_ServiceType,ServiceType,ServiceType,Livesql3/Common.sql
common,dbo,ServiceClientPMS,ServiceClientID,FK_ServiceClientPMS_ServiceClient_ServiceClientID,ServiceClient,ServiceClientID,Livesql3/Common.sql
common,dbo,ServiceFee,DocType,FK_ServiceFee_DocType_DocType,DocType,DocType,Livesql3/Common.sql
common,dbo,ServiceFee,ServiceCode,FK_ServiceFee_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ServiceHostConfiguration,ServiceCode,FK_ServiceHostConfiguration_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ServiceHostConfiguration,ServiceType,FK_ServiceHostConfiguration_ServiceType_ServiceType,ServiceType,ServiceType,Livesql3/Common.sql
common,dbo,ServiceProperty,ServiceCode,FK_ServiceProperty_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ServiceProperty,ServiceType,FK_ServiceProperty_ServiceType_ServiceType,ServiceType,ServiceType,Livesql3/Common.sql
common,dbo,ServiceServiceCode,ServiceCode,FK_ServiceServiceCode_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,ServiceServiceCode,ServiceServiceCode,FK_ServiceServiceCode_ServiceCode_ServiceServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,Statement,GroupID,FK_Statement_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,Statement,ActivityID,FK_Statement_StatementActivityLog_ActivityID,StatementActivityLog,ActivityID,Livesql3/Common.sql
common,dbo,StatementActivityLog,SupportUserID,FK_StatementActivityLog_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,StatementCredit,GroupID,FK_StatementCredit_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,StatementCredit,StatementItemID,FK_StatementCredit_StatementItem_StatementItemID,StatementItem,StatementItemID,Livesql3/Common.sql
common,dbo,StatementCredit,CreateUserID,FK_StatementCredit_SupportUser_CreateUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,StatementDebit,GroupID,FK_StatementDebit_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,StatementDebit,StatementItemID,FK_StatementDebit_StatementItem_StatementItemID,StatementItem,StatementItemID,Livesql3/Common.sql
common,dbo,StatementDebit,CreateUserID,FK_StatementDebit_SupportUser_CreateUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,StatementItem,BundleName,FK_StatementItem_ProductBundle_BundleName,ProductBundle,Name,Livesql3/Common.sql
common,dbo,StatementItem,FeatureName,FK_StatementItem_ProductFeature_FeatureName,ProductFeature,Name,Livesql3/Common.sql
common,dbo,StatementItem,ServiceCode,FK_StatementItem_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,SupportDataSourceResponse,DataSourceRequestID,FK_SupportDataSourceResponse_SupportDataSourceRequest_DataSourceRequestID,SupportDataSourceRequest,DataSourceRequestID,Livesql3/Common.sql
common,dbo,SupportGroupFunction,SupportFunctionID,FK_SupportGroupFunction_SupportFunction_SupportFunctionID,SupportFunction,SupportFunctionID,Livesql3/Common.sql
common,dbo,SupportGroupFunction,SupportGroupID,FK_SupportGroupFunction_SupportGroup_SupportGroupID,SupportGroup,SupportGroupID,Livesql3/Common.sql
common,dbo,SupportGroupUser,SupportGroupID,FK_SupportGroupUser_SupportGroup_SupportGroupID,SupportGroup,SupportGroupID,Livesql3/Common.sql
common,dbo,SupportGroupUser,PayerSetName,FK_SupportGroupUser_SupportPayerSet_PayerSetName,SupportPayerSet,Name,Livesql3/Common.sql
common,dbo,SupportGroupUser,SupportUserID,FK_SupportGroupUser_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportMessage,RecepientID,FK_SupportMessage_SupportUser_RecepientID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportMessage,SenderID,FK_SupportMessage_SupportUser_SenderID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportNote,EntityID,FK_SupportNote_Entity_EntityID,Entity,EntityID,Livesql3/Common.sql
common,dbo,SupportNote,GroupID,FK_SupportNote_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,SupportNote,SupportUserID,FK_SupportNote_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportPayerSetGroup,SupportGroupID,FK_SupportPayerSetGroup_SupportGroup_SupportGroupID,SupportGroup,SupportGroupID,Livesql3/Common.sql
common,dbo,SupportPayerSetGroup,PayerSetName,FK_SupportPayerSetGroup_SupportPayerSet_PayerSetName,SupportPayerSet,Name,Livesql3/Common.sql
common,dbo,SupportServiceCodePayerSet,PayerID,FK_SupportServiceCodePayerSet_Payer_PayerID,Payer,PayerID,Livesql3/Common.sql
common,dbo,SupportServiceCodePayerSet,ServiceCode,FK_SupportServiceCodePayerSet_ServiceCode_ServiceCode,ServiceCode,ServiceCode,Livesql3/Common.sql
common,dbo,SupportServiceCodePayerSet,PayerSetName,FK_SupportServiceCodePayerSet_SupportPayerSet_PayerSetName,SupportPayerSet,Name,Livesql3/Common.sql
common,dbo,SupportTask,DefaultUser,FK_SupportTask_SupportUser_DefaultUser,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportTaskUser,GROUPID,FK_SupportTaskUser_Groups_GROUPID,Groups,GroupID,Livesql3/Common.sql
common,dbo,SupportTaskUser,TaskID,FK_SupportTaskUser_SupportTask_TaskID,SupportTask,TaskID,Livesql3/Common.sql
common,dbo,SupportTaskUser,CompleteUserID,FK_SupportTaskUser_SupportUser_CompleteUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportTaskUser,SupportUserID,FK_SupportTaskUser_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportTeamUser,SupportTeamID,FK_SupportTeamUser_SupportTeam_SupportTeamID,SupportTeam,SupportTeamID,Livesql3/Common.sql
common,dbo,SupportTeamUser,SupportUserID,FK_SupportTeamUser_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SupportUser,RoleID,FK_SupportUser_SupportRole_RoleID,SupportRole,SupportRoleID,Livesql3/Common.sql
common,dbo,SupportUserCommission,FeatureName,FK_SupportUserCommission_ProductFeature_FeatureName,ProductFeature,Name,Livesql3/Common.sql
common,dbo,SupportUserCommission,SupportUserID,FK_SupportUserCommission_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,SurveyAnswer,QuestionID,FK_SurveyAnswer_SurveyQuestion_QuestionID,SurveyQuestion,QuestionID,Livesql3/Common.sql
common,dbo,SurveyAnswer,QuestionItemID,FK_SurveyAnswer_SurveyQuestionItem_QuestionItemID,SurveyQuestionItem,QuestionItemID,Livesql3/Common.sql
common,dbo,SurveyAnswer,ResultID,FK_SurveyAnswer_SurveyResult_ResultID,SurveyResult,ResultID,Livesql3/Common.sql
common,dbo,SurveyResult,SurveyID,FK_SurveyResult_Survey_SurveyID,Survey,SurveyID,Livesql3/Common.sql
common,dbo,SurveyResult,UserID,FK_SurveyResult_Users_UserID,Users,UserID,Livesql3/Common.sql
common,dbo,Ticket,GroupID,FK_Ticket_Groups_GroupID,Groups,GroupID,Livesql3/Common.sql
common,dbo,Ticket,AssignedUserID,FK_Ticket_SupportUser_AssignedUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,Ticket,CreatorUserID,FK_Ticket_SupportUser_CreatorUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,Ticket,OwnerUserID,FK_Ticket_SupportUser_OwnerUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,Ticket,StatusID,FK_Ticket_TicketStatus_StatusID,TicketStatus,StatusID,Livesql3/Common.sql
common,dbo,Ticket,SubcategoryID,FK_Ticket_TicketSubcategory_SubcategoryID,TicketSubcategory,SubcategoryID,Livesql3/Common.sql
common,dbo,Ticket,SubCategoryTypeID,FK_Ticket_TicketSubCategoryType_SubCategoryTypeID,TicketSubCategoryType,SubCategoryTypeID,Livesql3/Common.sql
common,dbo,TicketAppointment,CreatorUserID,FK_TicketAppointment_SupportUser_CreatorUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketAppointment,SupportUserID,FK_TicketAppointment_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketAppointment,TicketID,FK_TicketAppointment_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketAttachment,SupportUserID,FK_TicketAttachment_SupportUser_SupportUserID,SupportUser,SupportUserID,Livesql3/Common.sql
common,dbo,TicketAttachment,TicketID,FK_TicketAttachment_Ticket_TicketID,Ticket,TicketID,Livesql3/Common.sql
common,dbo,TicketClassElementClass,TicketClassID,FK_TicketClassElementClass_TicketClass_TicketClassID,TicketClass,TicketClassID,Livesql3/Common.sql
